object_name,package_name,url_browser,description,id_package,id_dataset,url_download
whse_human_cultural_economic.cen_prof_cd_education_sv,education-level-summaries-for-bc-census-divisions-current-census,https://catalogue.data.gov.bc.ca/dataset/d09c84b1-bd47-4d87-9a0b-13b7ccd468c9,"Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data. ",d09c84b1-bd47-4d87-9a0b-13b7ccd468c9,39423528-fdb6-46df-bb83-4c13f449bbe3,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.CEN_PROF_CD_EDUCATION_SV/ows?service=WMS&request=GetCapabilities
whse_human_cultural_economic.cen_prof_cd_general_sv,census-profile-key-facts-for-bc-census-divisions-current-census,https://catalogue.data.gov.bc.ca/dataset/136006ac-4f67-41b5-acc9-0ed85bd5580f,"Uncategorized information for census divisions, including population totals, land area, shelter/dwelling costs/values, and aboriginal identity.",136006ac-4f67-41b5-acc9-0ed85bd5580f,9e499657-0eac-4ae1-b238-15673a9c7e35,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.CEN_PROF_CD_GENERAL_SV/ows?service=WMS&request=GetCapabilities
whse_human_cultural_economic.cen_prof_cd_industry_sv,labour-force-by-industry-naics-summaries-for-bc-census-divisions-current-census,https://catalogue.data.gov.bc.ca/dataset/22351761-af74-4291-ab5d-bcddd21f09a4,Labour force population aged 15 years and over by Industry - North American Industry Classification System (NAICS) 2012 - 25% sample data.,22351761-af74-4291-ab5d-bcddd21f09a4,4012c0c8-d247-4900-a8c1-a42ad3fd05c0,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.CEN_PROF_CD_INDUSTRY_SV/ows?service=WMS&request=GetCapabilities
whse_human_cultural_economic.cen_prof_cd_labour_sv,labour-force-status-summaries-for-bc-census-divisions-current-census,https://catalogue.data.gov.bc.ca/dataset/5f0306da-6db5-4f85-a155-170088c18706,Population aged 15 years and over by Labour force status - 25% sample data.,5f0306da-6db5-4f85-a155-170088c18706,c335fe43-f43a-48e5-878c-f39166015eb3,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.CEN_PROF_CD_LABOUR_SV/ows?service=WMS&request=GetCapabilities
whse_human_cultural_economic.cen_prof_cd_languages_sv,languages-spoken-at-home-summaries-for-bc-census-divisions-current-census,https://catalogue.data.gov.bc.ca/dataset/9335ce31-88cf-470b-8393-691c3bafa98b,Language spoken most often at home for the total population excluding institutional residents - 100% data.,9335ce31-88cf-470b-8393-691c3bafa98b,32f1f3ab-a7f1-4ba5-a519-18f952001eb1,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.CEN_PROF_CD_LANGUAGES_SV/ows?service=WMS&request=GetCapabilities
whse_human_cultural_economic.cen_prof_cd_occupation_sv,labour-force-occupations-noc-summaries-for-bc-census-divisions-current-census,https://catalogue.data.gov.bc.ca/dataset/b70d9165-8e55-4c83-ab03-415ecee808e3,Labour force population aged 15 years and over by occupation - National Occupational Classification (NOC) 2016 - 25% sample data.,b70d9165-8e55-4c83-ab03-415ecee808e3,d4b20e24-cf4b-4197-8372-960d5beae878,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.CEN_PROF_CD_OCCUPATION_SV/ows?service=WMS&request=GetCapabilities
whse_human_cultural_economic.cen_prof_cd_population_sv,population-age-distribution-summaries-for-bc-census-divisions-current-census,https://catalogue.data.gov.bc.ca/dataset/56808b9d-d1ad-4a41-b217-c786fcaf83a5,Age groups and average age of the population - 100% data.,56808b9d-d1ad-4a41-b217-c786fcaf83a5,5726fcca-4818-406b-9b26-bfd3bb92011b,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.CEN_PROF_CD_POPULATION_SV/ows?service=WMS&request=GetCapabilities
whse_human_cultural_economic.cen_prof_csd_population_sv,population-age-distribution-summaries-for-bc-census-subdivisions-current-census,https://catalogue.data.gov.bc.ca/dataset/95baed09-4775-49ca-9330-9e9e682b3658,Age groups and average age of the population - 100% data.,95baed09-4775-49ca-9330-9e9e682b3658,d9ec9370-95fd-409d-a2cd-90a026a1305d,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.CEN_PROF_CSD_POPULATION_SV/ows?service=WMS&request=GetCapabilities
whse_human_cultural_economic.cen_prof_csd_occupation_sv,labour-force-occupations-noc-summaries-for-bc-census-subdivisions-current-census,https://catalogue.data.gov.bc.ca/dataset/d493a115-9206-49c7-a602-49955da08475,Labour force population aged 15 years and over by occupation - National Occupational Classification (NOC) 2016 - 25% sample data.,d493a115-9206-49c7-a602-49955da08475,b9f19990-75ce-43f7-9735-f9e63351c4c4,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.CEN_PROF_CSD_OCCUPATION_SV/ows?service=WMS&request=GetCapabilities
whse_human_cultural_economic.cen_prof_csd_languages_sv,languages-spoken-at-home-summaries-for-bc-census-subdivisions-current-census,https://catalogue.data.gov.bc.ca/dataset/9ed6c3e9-1929-4fe0-b632-1e0881950f97,Language spoken most often at home for the total population excluding institutional residents - 100% data.,9ed6c3e9-1929-4fe0-b632-1e0881950f97,6fabf3eb-991c-4776-a29a-77b07b49fc30,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.CEN_PROF_CSD_LANGUAGES_SV/ows?service=WMS&request=GetCapabilities
whse_human_cultural_economic.cen_prof_csd_labour_sv,labour-force-status-summaries-for-bc-census-subdivisions-current-census,https://catalogue.data.gov.bc.ca/dataset/67db95f7-a8b4-4813-bf4a-a3e45560a6b9,Population aged 15 years and over by Labour force status - 25% sample data.,67db95f7-a8b4-4813-bf4a-a3e45560a6b9,22181aa8-3773-426b-9e23-2c9dda3c5b47,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.CEN_PROF_CSD_LABOUR_SV/ows?service=WMS&request=GetCapabilities
whse_human_cultural_economic.cen_prof_csd_industry_sv,labour-force-by-industry-summaries-for-bc-census-subdivisions-current-census,https://catalogue.data.gov.bc.ca/dataset/531bef48-aab6-42cc-b052-7fcf1899820e,Labour force population aged 15 years and over by Industry - North American Industry Classification System (NAICS) 2012 - 25% sample data.,531bef48-aab6-42cc-b052-7fcf1899820e,ab78bf65-1ad3-489f-ad4b-4028c06ffa7c,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.CEN_PROF_CSD_INDUSTRY_SV/ows?service=WMS&request=GetCapabilities
whse_human_cultural_economic.cen_prof_csd_general_sv,census-profile-key-facts-for-bc-census-subdivisions-current-census,https://catalogue.data.gov.bc.ca/dataset/f623710c-9ab6-49e1-8a42-872d9fdf2b72,"Uncategorized information for the census subdivision, including population totals, land area, shelter/dwelling costs/values, and aboriginal identity.",f623710c-9ab6-49e1-8a42-872d9fdf2b72,1ebf1a63-10ca-46ca-a823-e7ef7e244056,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.CEN_PROF_CSD_GENERAL_SV/ows?service=WMS&request=GetCapabilities
whse_human_cultural_economic.cen_prof_csd_education_sv,education-level-summaries-for-bc-census-subdivisions-current-census,https://catalogue.data.gov.bc.ca/dataset/ea9218a7-5f31-45ac-a51b-d23750d21dfe,"Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data.",ea9218a7-5f31-45ac-a51b-d23750d21dfe,c5d5128e-16e4-42f7-bcf2-62e052756d21,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.CEN_PROF_CSD_EDUCATION_SV/ows?service=WMS&request=GetCapabilities
whse_human_cultural_economic.cen_prof_detailed_csd_attrs_sp,census-profiles-for-bc-census-subdivisions-2016-census,https://catalogue.data.gov.bc.ca/dataset/d318a079-d1e1-4695-9dc6-7f134f7f7c42,"Comprehensive set of census profile attributes for census subdivisions, including attributes describing population age, housing and shelter, spoken languages, occupations and labour, industry, commuting, education, and industry.",d318a079-d1e1-4695-9dc6-7f134f7f7c42,d2fad9ab-9046-4a49-8869-1ed1d34c7dc5,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.CEN_PROF_DTL_CSD_ATTRS_2016_SV/ows?service=WMS&request=GetCapabilities
whse_mineral_tenure.abmp_elk_vlly_wtr_qlty_pln_sv,elk-valley-water-quality-plan,https://catalogue.data.gov.bc.ca/dataset/9fddfda5-64bb-4b88-b018-a3053afdc334,"The Elk Valley Area Based Management Plan (ABMP) - “Elk Valley Water Quality Plan” was developed according to Ministerial Order No. 113 to remediate water quality effects of past coal mining and to guide future development. 

The Elk Valley Water Quality Plan was developed by Teck with input from the public, First Nations, governments, technical experts and other stakeholders. The purpose of the Plan is to identify a strategy and implement solutions to address increasing selenium and nitrate water concentrations within the Valley, and assess and track levels of cadmium and sulphate in waters; while at the same time allowing for continued sustainable mining in the Valley. The Plan also lays out a strategy to address calcite formation associated with historical and current mining activity.

The Plan was submitted to the British Columbia Minister of Environment for approval on July 22, 2014. More information about the development of the Plan, including consultation materials, summaries and reports, can be found at www.teck.com/ElkValley.

",9fddfda5-64bb-4b88-b018-a3053afdc334,e40b2533-fc82-4773-8fc9-62a2e1458e45,https://openmaps.gov.bc.ca/geo/pub/WHSE_MINERAL_TENURE.ABMP_ELK_VLLY_WTR_QLTY_PLN_SV/ows?service=WMS&request=GetCapabilities
whse_admin_boundaries.adm_mining_regions_spg,mining-regions,https://catalogue.data.gov.bc.ca/dataset/5338498c-52ba-4fca-a310-79cca09fd8c8,"The spatial representation of the 5 Mining Regions for the Ministry of Energy, Mines and Low Carbon Innovation (EMLI). These administrative boundaries are derived from the 8 __[Natural Resource (NR) Regions](https://catalogue.data.gov.bc.ca/dataset/dfc492c0-69c5-4c20-a6de-2c9bc999301f)__ (https://catalogue.data.gov.bc.ca/dataset/dfc492c0-69c5-4c20-a6de-2c9bc999301f).",5338498c-52ba-4fca-a310-79cca09fd8c8,9a29945b-59bb-4f30-b6bd-0f13826a4a35,https://openmaps.gov.bc.ca/geo/pub/WHSE_ADMIN_BOUNDARIES.ADM_MINING_REGIONS_SPG/ows?service=WMS&request=GetCapabilities
whse_wildlife_management.waa_game_management_zones_svw,game-management-zones,https://catalogue.data.gov.bc.ca/dataset/aca98c24-6e12-446c-8830-d3ce9acbdf21,"Amalgamations of Wildlife Management Units which share similar ecological characteristics and hunter harvest patterns, and thus provide a suitable geographical framework for implementing population management strategies",aca98c24-6e12-446c-8830-d3ce9acbdf21,3f6998c8-08b3-4600-be79-d1353bc57d69,https://openmaps.gov.bc.ca/geo/pub/WHSE_WILDLIFE_MANAGEMENT.WAA_GAME_MANAGEMENT_ZONES_SVW/ows?service=WMS&request=GetCapabilities
whse_admin_boundaries.fadm_fibre_recovery_zones_sp,fibre-recovery-zones,https://catalogue.data.gov.bc.ca/dataset/b23d32c4-5860-4c34-bdf8-0ac2c842907b,"The Fibre Recovery Zones (FRZ) define areas where increased waste rates may apply to avoidable waste left on a cutting authority as detailed in the Provincial Logging Residue and Waste Measurement Procedure Manual. The boundaries have been approved by the Director of the Forest Tenures Branch, Ministry of Forests, Lands, Natural Resource Operations and Rural Development.

Current extent of the data is for the Coast Fibre Recovery Zones only.",b23d32c4-5860-4c34-bdf8-0ac2c842907b,3a9ae92a-7cca-4730-8315-868a826cbcd9,https://openmaps.gov.bc.ca/geo/pub/WHSE_ADMIN_BOUNDARIES.FADM_FIBRE_RECOVERY_ZONES_SP/ows?service=WMS&request=GetCapabilities
whse_admin_boundaries.adm_recreation_districts_sp,recreation-sites-and-trails-bc-district-boundaries,https://catalogue.data.gov.bc.ca/dataset/0ad49841-a25b-4be4-b98c-9e817e94cc48,"The spatial representation for Recreation Districts. This data consists of Recreation District administrative boundaries  established by the Ministry, within [Recreation Regions](https://catalogue.data.gov.bc.ca/dataset/919f236a-e40f-4f07-a459-f976f02b6e11). The authorizing agency is Recreation Sites And Trails BC",0ad49841-a25b-4be4-b98c-9e817e94cc48,acd4cd52-5475-4356-a1f4-005b9f39423c,https://openmaps.gov.bc.ca/geo/pub/WHSE_ADMIN_BOUNDARIES.ADM_RECREATION_DISTRICTS_SP/ows?service=WMS&request=GetCapabilities
whse_land_and_natural_resource.prot_psta_fire_threat_rtg_sp,bc-wildfire-psta-fire-threat-rating,https://catalogue.data.gov.bc.ca/dataset/e533ff3c-0a19-4137-af04-cce631aab9ba,"Provincial Strategic Threat Analysis (PSTA) is designed to consistently assess and map potential wildfire threats to values across the landscape (including communities, infrastructure and natural resources) and to integrate different aspects of wildfire hazard and risk.

This polygon dataset was derived from the PSTA threat rating raster by using the Raster to Polygon conversion tool in ArcGIS 10.3. The following describes how the raster feature class was created. The three described data layers (fire density, head fire intensity and spotting impact) were combined using a weighted sum process. Weights were assigned as 30% fire density, 60% head fire intensity (90th percentile) and 10% spotting impact. These weighted values were added together to produce a final fire threat analysis value ranging theoretically between zero to 100. Although the classification scheme theoretically ranged from zero to 100, the highest value in the data was 81. The classes were then scaled to balance out the distribution of values while still maintaining meaningful thresholds of fire density, head fire intensity, and spotting at higher levels. Areas with a final value of zero consisted of areas that had no record of wildfire, were typed as non-fuel (such as alpine rock, glaciers and ocean areas), and were too distant to be at risk of spotting from nearby fuels. Other very low values could occur due to zero values in one or two of the three categories, such as areas of flammable fuels with no record of a large fire burning nearby (i.e. fire density equals zero) or non-fuel areas that are only at a slight risk of spotting. Water bodies were overlaid on the raster and assigned to their own class, -1, which is effectively zero. A private managed forest land and private land mask was applied to the data due to fuel typing limitations in these areas. Each of these were given their own class. private managed forest land is class -2 and private land is class -3. The weighting system integrated the three identified components of fire threat: fire occurrence (fire density); suppression effort and fire impacts (head fire intensity); and spotting. The results of the final Wildfire Threat Analysis were then assigned to 10 classes to produce a detailed map of fire threats throughout British Columbia. These 10 classes represent a subjective best estimate of relative fire threats, taking into account fire occurrence history, predicted fire intensity under extreme conditions, and spotting impact.
",e533ff3c-0a19-4137-af04-cce631aab9ba,70d3f730-847f-40c3-9d0f-806b0de8ca42,https://openmaps.gov.bc.ca/geo/pub/WHSE_LAND_AND_NATURAL_RESOURCE.PROT_PSTA_FIRE_THREAT_RTG_SP/ows?service=WMS&request=GetCapabilities
whse_legal_admin_boundaries.drp_mof_fire_zones_sp,bc-wildfire-fire-zones,https://catalogue.data.gov.bc.ca/dataset/217bea05-4a6f-4ef8-8eb8-9b352e90828f,"Ministry of Forests, Lands and Natural Resource Operations, BC Wildfire Service Fire Zone jurisdictional boundaries",217bea05-4a6f-4ef8-8eb8-9b352e90828f,a686a1fc-258e-4ced-8d15-3bfed53b847a,https://openmaps.gov.bc.ca/geo/pub/WHSE_LEGAL_ADMIN_BOUNDARIES.DRP_MOF_FIRE_ZONES_SP/ows?service=WMS&request=GetCapabilities
whse_wildlife_management.crims_herring_spawn,herring-spawn-coastal-resource-information-management-system-crims,https://catalogue.data.gov.bc.ca/dataset/4908a522-524f-461f-b954-96568ade85d4,"Coastline segments indicating herring spawing sites along the coastline of British Columbia. Attribute information includes relative importance, spawing frequency and spawn index. CRIMS is a legacy dataset of BC coastal resource data that was acquired in a systematic and synoptic manner from 1979 and was intermittently updated throughout the years. Resource information was collected in nine study areas using a peer-reviewed provincial Resource Information Standards Committee consisting of DFO Fishery Officers, First Nations, and other subject matter experts. There are currently no plans to update this legacy data. ",4908a522-524f-461f-b954-96568ade85d4,b8b94741-5274-4418-82e6-9dc2bddb4268,https://openmaps.gov.bc.ca/geo/pub/WHSE_WILDLIFE_MANAGEMENT.CRIMS_HERRING_SPAWN/ows?service=WMS&request=GetCapabilities
whse_wildlife_management.crims_clam_beds,clam-beds-coastal-resource-information-management-system-crims,https://catalogue.data.gov.bc.ca/dataset/b3b036b5-aa07-4005-9764-5bb678209991,"Distribution of clam beds in coastal Beds in British Columbia showing relative abundance (RA) and aboriginal, biological, commercial and recreational relative importance (RI) and overall RI. RI is based on project region and not on the province as a whole. and productivity. Other attributes include season dates, productivity and species. CRIMS is a legacy dataset of BC coastal resource data that was acquired in a systematic and synoptic manner from 1979 and was intermittently updated throughout the years. Resource information was collected in nine study areas using a peer-reviewed provincial Resource Information Standards Committee consisting of DFO Fishery Officers, First Nations, and other subject matter experts. There are currently no plans to update this legacy data. ",b3b036b5-aa07-4005-9764-5bb678209991,d64ddd36-cc72-4a5b-b82b-1171ef1e956e,https://openmaps.gov.bc.ca/geo/pub/WHSE_WILDLIFE_MANAGEMENT.CRIMS_CLAM_BEDS/ows?service=WMS&request=GetCapabilities
whse_wildlife_management.crims_holding_areas,fish-holding-areas-coastal-resource-information-management-system-crims,https://catalogue.data.gov.bc.ca/dataset/8d7bf58a-4632-45c3-8201-dbc8403d8e12,"Fish holding areas (i.e. areas of concentration of salmon and herring, both adult and juvenile) in coastal British Columbia. Attribute information includes overall relative importance, species of salmon and other fish observed at various times throughout the year as well as information on spawning activity and larvae. CRIMS is a legacy dataset of BC coastal resource data that was acquired in a systematic and synoptic manner from 1979 and was intermittently updated throughout the years. Resource information was collected in nine study areas using a peer-reviewed provincial Resource Information Standards Committee consisting of DFO Fishery Officers, First Nations, and other subject matter experts. There are currently no plans to update this legacy data.",8d7bf58a-4632-45c3-8201-dbc8403d8e12,0c29278c-fba4-4eee-9670-44782822a842,https://openmaps.gov.bc.ca/geo/pub/WHSE_WILDLIFE_MANAGEMENT.CRIMS_HOLDING_AREAS/ows?service=WMS&request=GetCapabilities
whse_human_cultural_economic.bus_mobile_licence_agreemts_sp,mobile-business-licence-partnerships,https://catalogue.data.gov.bc.ca/dataset/fa542137-a976-49a6-856d-f1201adb2243,"Current communities partnering in a mobile business licence program with neighboring communities.

To view the the Mobile Business Licence partnerships in the BC Economic atlas, [click here](https://maps.gov.bc.ca/ess/hm/bcea/?catalogLayers=6081,6120,6082&center=-13000000,6450000,102100&legendFirst).
",fa542137-a976-49a6-856d-f1201adb2243,5cb7d9a6-f04e-428b-9d28-88466081d882,https://openmaps.gov.bc.ca/geo/pub/WHSE_HUMAN_CULTURAL_ECONOMIC.BUS_MOBILE_LICENCE_AGREEMTS_SP/ows?service=WMS&request=GetCapabilities
whse_environmental_monitoring.envcan_hydrometric_stn_sp,hydrometric-stations-active-and-discontinued,https://catalogue.data.gov.bc.ca/dataset/4c169515-6c41-4f6a-bd30-19a1f45cad1f,BC active and discontinued hydrometric stations (surface water level and flow data) that are part of the provincial hydrometric network managed under a national program jointly administered under a federal-provincial cost-sharing agreement with Environment and Climate Change Canada (ECCC).   ,4c169515-6c41-4f6a-bd30-19a1f45cad1f,e760f97c-f391-4a16-ab4c-c2eb2fa3bbeb,https://openmaps.gov.bc.ca/geo/pub/WHSE_ENVIRONMENTAL_MONITORING.ENVCAN_HYDROMETRIC_STN_SP/ows?service=WMS&request=GetCapabilities
whse_basemapping.cwb_floodplains_bc_area_svw,mapped-floodplains-in-bc-historical,https://catalogue.data.gov.bc.ca/dataset/cdf4900e-90c0-449f-beea-43b669bd76a8,"Historical floodplain boundaries in BC with a descriptive feature name for each floodplain area (i.e., 200-year floodplain, alluvial fan, or nothing/out-of-floodplain). Digitized from hardcopy 1:5,000   Floodplain Mapsheets for each project area",cdf4900e-90c0-449f-beea-43b669bd76a8,66f3e94c-1a92-496e-a663-c45dbe0b54f7,https://openmaps.gov.bc.ca/geo/pub/WHSE_BASEMAPPING.CWB_FLOODPLAINS_BC_AREA_SVW/ows?service=WMS&request=GetCapabilities
whse_land_and_natural_resource.paso_pct_ecosect_prtctd_svw,terrestrial-protected-area-representation-by-ecosection,https://catalogue.data.gov.bc.ca/dataset/ad303082-90ec-4685-9574-0cadc60f9588,"Ecosection boundaries with percent protected, number of overlapping protected areas and other attributes added as a result of geoprocessing in the Protected Area System Overview (PASO) application. Protected area and park representation by ecosection provides a landscape context for natural resource planning processes such as; management plans, land use zoning, environmental risk assessment, landscape analysis, habitat supply, and management of high priority species.  Ecosections are distinguished from each other by enduring characteristics such as minor physiographic and macroclimatic or oceanographic variations. For more information on ecosections and the Ecoregion Classification System see:  http://www.env.gov.bc.ca/ecology/ecoregions/index.html. For important warnings about using this data for spatial analysis see the Data Quality section of the metadata",ad303082-90ec-4685-9574-0cadc60f9588,60e23777-4de7-492d-b4e2-b70a7256d019,https://openmaps.gov.bc.ca/geo/pub/WHSE_LAND_AND_NATURAL_RESOURCE.PASO_PCT_ECOSECT_PRTCTD_SVW/ows?service=WMS&request=GetCapabilities
whse_wildlife_management.wld_wild_mtn_sheep_distrib_sp,bc-wild-mountain-sheep-registry-distribution,https://catalogue.data.gov.bc.ca/dataset/0b229ec0-da50-4b29-88da-49c85a5944e2,"A spatial representation of the general distribution of wild mountain sheep (bighorn and thinhorn sheep) in British Columbia. Populations that extend into neighbouring provinces and states are also included.

The distribution polygons are divided by species into bighorn and thinhorn sheep.",0b229ec0-da50-4b29-88da-49c85a5944e2,10d6f3f1-8e9c-4af4-92ad-54bb83969be4,https://openmaps.gov.bc.ca/geo/pub/WHSE_WILDLIFE_MANAGEMENT.WLD_WILD_MTN_SHEEP_DISTRIB_SP/ows?service=WMS&request=GetCapabilities
whse_admin_boundaries.envcan_georgia_basin_bnd_line,georgia-basin-ecosystem-initiative-boundary-linework,https://catalogue.data.gov.bc.ca/dataset/24c474ba-8af9-4562-9881-f0d29ff219d1,"The Georgia Basin Boundary dataset displays the extent of the Georgia Basin Ecosystem Initiative undertaken by the federal, provincial, and municipal governments. The objectives of the project are to support initiatives for clean air, clean water, habitat and species protection, and improved environmental decision-making in the Georgia Basin. The dataset consists of both a polygon layer and line layer",24c474ba-8af9-4562-9881-f0d29ff219d1,f6a868d3-26fd-486c-9d18-a2303ae0627d,https://openmaps.gov.bc.ca/geo/pub/WHSE_ADMIN_BOUNDARIES.ENVCAN_GEORGIA_BASIN_BND_LINE/ows?service=WMS&request=GetCapabilities
whse_admin_boundaries.adm_mcfd_local_servce_areas_sp,children-and-family-development-local-service-areas-lsas-,https://catalogue.data.gov.bc.ca/dataset/2c185d10-1b26-4f46-bab6-da54c1bf4f1b,"The Ministry of Children and Family Development (MCFD) delivers a number of services through Service Delivery Areas (SDAs), and each SDA contains a number of geographic areas called Local Service Areas (LSAs). Each LSA is led by a Director of Operations.	
			
",2c185d10-1b26-4f46-bab6-da54c1bf4f1b,cf0156fd-48ca-4fa2-99e6-3a6d2914e29d,https://openmaps.gov.bc.ca/geo/pub/WHSE_ADMIN_BOUNDARIES.ADM_MCFD_LOCAL_SERVCE_AREAS_SP/ows?service=WMS&request=GetCapabilities
whse_basemapping.trim_ebm_builtupareas,built-up-areas-trim-enhanced-base-map-ebm,https://catalogue.data.gov.bc.ca/dataset/bfdf7e7a-1e12-4933-98bc-dd0e471f2b98,"An area in which the buildings are so densely situated that for cartographic clarity a outline is used to indicate the extent of the area. TRIM-EBM is a 2D product containing TRIM 1 features excluding toponoymy, contours and DEM for which area based features have been closed to form polygons, symbol points have been replaced with polygons and vertical integration of streams has been removed.",bfdf7e7a-1e12-4933-98bc-dd0e471f2b98,b451fa4e-7133-410f-a832-7b96f1d60250,https://openmaps.gov.bc.ca/geo/pub/WHSE_BASEMAPPING.TRIM_EBM_BUILTUPAREAS/ows?service=WMS&request=GetCapabilities
whse_environmental_monitoring.shzn_shoreunit_break_point,shorezone-shoreunit-break-points,https://catalogue.data.gov.bc.ca/dataset/65ef970d-75a1-46bb-810f-f5de2e3c68ea,A layer of points which delinate a change in shoreline type,65ef970d-75a1-46bb-810f-f5de2e3c68ea,a1d045d3-20d9-4df0-b360-047d3dc8c988,https://openmaps.gov.bc.ca/geo/pub/WHSE_ENVIRONMENTAL_MONITORING.SHZN_SHOREUNIT_BREAK_POINT/ows?service=WMS&request=GetCapabilities
whse_basemapping.bc_basemap_lines_5km,bc-basemap-lines-1-6-000-000-digital-baseline-mapping,https://catalogue.data.gov.bc.ca/dataset/69131681-788b-4261-84e0-2fcdf8dd7fe3,"Layer containing single line rivers, transportation network and reference data features (parks, provincial boundaries, etc)",69131681-788b-4261-84e0-2fcdf8dd7fe3,c11d542e-e633-48e3-83da-b38232796f04,https://openmaps.gov.bc.ca/geo/pub/WHSE_BASEMAPPING.BC_BASEMAP_LINES_5KM/ows?service=WMS&request=GetCapabilities
reg_land_and_natural_resource.wld_pncp_h_elev_car_win_rng_sp,pncp-high-elevation-winter-range,https://catalogue.data.gov.bc.ca/dataset/b112e825-0642-46f9-9895-513fcbb8e89e,High Elevation Winter Range (HEWR) for South Peace Northern Caribou.,b112e825-0642-46f9-9895-513fcbb8e89e,76a1c2eb-35c5-4a38-9d04-0fe54231c8be,https://openmaps.gov.bc.ca/geo/pub/REG_LAND_AND_NATURAL_RESOURCE.WLD_PNCP_H_ELEV_CAR_WIN_RNG_SP/ows?service=WMS&request=GetCapabilities
whse_terrestrial_ecology.erc_ecosections_sp,ecosections-ecoregion-ecosystem-classification-of-british-columbia,https://catalogue.data.gov.bc.ca/dataset/ccc01f43-860d-4583-8ba4-e72d8379441e,"Ecosections are areas with minor physiographic and macroclimatic or oceanographic variations. There are 114 ecosections in British Columbia varying from pure marine units to pure terrestrial units. Ecosections are meant to be mapped at small scales (1:250,000) for resource emphasis and area planning",ccc01f43-860d-4583-8ba4-e72d8379441e,6b6a3122-7a0b-4c0f-a72b-1e5c0e13d7e6,https://openmaps.gov.bc.ca/geo/pub/WHSE_TERRESTRIAL_ECOLOGY.ERC_ECOSECTIONS_SP/ows?service=WMS&request=GetCapabilities
whse_water_management.hydz_annual_runoff_line,hydrology-normal-annual-runoff-isolines-1961-1990-historical,https://catalogue.data.gov.bc.ca/dataset/d6f6ddc7-fbc2-4264-aa30-fc3d5138a6b3,"Normal Annual Runoff for 1961 - 1990, in mm",d6f6ddc7-fbc2-4264-aa30-fc3d5138a6b3,183eb4e4-ab66-4cd6-952a-50b28ba0e712,https://openmaps.gov.bc.ca/geo/pub/WHSE_WATER_MANAGEMENT.HYDZ_ANNUAL_RUNOFF_LINE/ows?service=WMS&request=GetCapabilities
whse_basemapping.bc_transport_points_500m,bc-transport-points-1-2-000-000-digital-baseline-mapping,https://catalogue.data.gov.bc.ca/dataset/cf530cf2-c710-42cd-98df-afbe51c6982b,"Layer containing symbols for transportation features, such as airports, heliports and ferry routes",cf530cf2-c710-42cd-98df-afbe51c6982b,e7e4f448-31ab-4bf2-8437-7e85fb5ee63d,https://openmaps.gov.bc.ca/geo/pub/WHSE_BASEMAPPING.BC_TRANSPORT_POINTS_500M/ows?service=WMS&request=GetCapabilities
reg_land_and_natural_resource.non_productive_forest_car_poly,non-productive-forest-for-the-cariboo-region,https://catalogue.data.gov.bc.ca/dataset/8f0eabe0-f424-4062-ade1-cb4368c81b3a,"Areas of non-productive forest land in the Cariboo Region. Includes icefields, alpine areas, rock, gravel pits, sand, clay, non-productive brush, etc. From FC1 circa 2002",8f0eabe0-f424-4062-ade1-cb4368c81b3a,a3948459-a65f-44e2-b76e-9de974c31d98,https://openmaps.gov.bc.ca/geo/pub/REG_LAND_AND_NATURAL_RESOURCE.NON_PRODUCTIVE_FOREST_CAR_POLY/ows?service=WMS&request=GetCapabilities
